Eng,Beng
I'll take him.,আমি ওনাকে নিয়ে যাবো।
I'll take him.,আমি তাঁকে নিয়ে যাবো।
I'm Tom's mom.,আমি টমের মা।
I'm a student.,আমি একজন ছাত্র।
I'm a student.,আমি একজন ছাত্রী।
I'm exhausted.,আমি হাঁপিয়ে গেছি।
I'm exhausted.,আমি ক্লান্ত।
I'm not proud.,আমি গর্বিত নই।
I'm screaming.,আমি চিৎকার করছি।
I'm screaming.,আমি চেঁচাচ্ছি।
I've got wine.,আমার কাছে ওয়াইন আছে।
I've returned.,আমি ফিরে এসেছি।
Is that blood?,ওটা কি রক্ত?
It hurts here.,এখানে ব্যথা হচ্ছে।
It is raining.,বৃষ্টি পড়ছে।
It isn't mine.,এটা আমার নয়।
It's not mine.,এটা আমার নয়।
Just a minute.,এক মিনিট।
Let Tom speak.,টমকে কথা বলতে দাও।
Let Tom speak.,টমকে কথা বলতে দিন।
Look at these.,এগুলোর দিকে দেখুন।
Look at these.,এগুলোর দিকে দেখো।
My back hurts.,আমার পিঠ ব্যাথা করছে।
My foot hurts.,আমার পা ব্যাথা করছে।
My head aches.,আমার মাথা ব্যাথা করছে।
My knee hurts.,আমার হাঁটু ব্যাথা করছে।
My name's Tom.,আমার নাম টম।
My neck hurts.,আমার ঘাড় ব্যাথা করছে।
"No, thank you.","না, ধন্যবাদ।"
See you later.,আবার পরে দেখা হবে।
See you there.,ওখানে দেখা হবে।
Send me there.,আমাকে ওখানে পাঠান।
She got angry.,সে রেগে গেছিলো।
She got angry.,তিনি রেগে গেছিলেন।
She got angry.,উনি রেগে গেছিলেন।
She got angry.,ইনি রেগে গেছিলেন।
She got angry.,ও রেগে গেছিলো।
She is eating.,উনি খাচ্ছেন।
She is eating.,তিনি খাচ্ছেন।
She is eating.,সে খাচ্ছে।
She is eating.,ও খাচ্ছে।
She's my wife.,ও আমার স্ত্রী।
She's my wife.,উনি আমার স্ত্রী।
She's my wife.,এ আমার স্ত্রী।
She's my wife.,ইনি আমার স্ত্রী।
She's my wife.,সে আমার স্ত্রী।
She's my wife.,তিনি আমার স্ত্রী।
Somebody came.,কেউ একজন এসেছিলেন।
Speak clearly.,পরিষ্কার করে বলুন।
Speak clearly.,পরিষ্কার করে বলো।
Start the car.,গাড়িটা চালু করো।
Stop shouting.,চিৎকার করা বন্ধ করো।
Stop shouting.,চিৎকার করা বন্ধ করুন।
Stop shouting.,চেঁচানো বন্ধ করুন।
Stop shouting.,চেঁচানো বন্ধ করো।
Stop that car.,ঐ গাড়িটা থামাও।
Take me there.,আমাকে ওখানে নিয়ে চলুন।
Take us there.,আমাদের ওখানে নিয়ে চলুন।
Take us there.,আমাদের ওখানে নিয়ে চলো।
That's a book.,ওটা একটা বই।
That's a book.,সেটা একটা বই।
That's my cat.,ওটা আমার বিড়াল।
The war ended.,যুদ্ধ সমাপ্ত হয়েছে।
They screamed.,তারা চিৎকার করলো।
They screamed.,তাঁরা চিৎকার করলেন।
They screamed.,ওরা চিৎকার করলো।
They screamed.,ওনারা চিৎকার করলেন।
They screamed.,ওনারা চেঁচালেন।
They screamed.,ওরা চেঁচালো।
They screamed.,তারা চেঁচালো।
They screamed.,তাঁরা চেঁচালেন।
This is Japan.,এটা জাপান।
Tom applauded.,টম হাততালি দিলো।
Tom came here.,টম এখানে এলো।
Tom got angry.,টম রেগে গেছিলো।
Tom hesitated.,টম ইতস্তত করলো।
Tom is coming.,টম আসছে।
Tom is crying.,টম কাঁদছে।
Tom is inside.,টম ভেতরে আছে।
Tom is inside.,টম ভেতরে।
Tom is my dad.,টম আমার বাবা।
Tom is nearby.,টম কাছাকাছিই আছে।
Tom recovered.,টম সেরে উঠলো।
Tom was there.,টম ওখানে ছিলো।
Tom won't win.,টম জিতবে না।
Tom's elderly.,টম বয়স্ক।
Tom's injured.,টম আহত হয়েছে।
Tom's injured.,টম আহত।
Tom's resting.,টম আরাম করছে।
Tom's strange.,টম অদ্ভুত।
Tom's trapped.,টম আটকে পরেছে।
Tom's wounded.,টম আহত হয়েছে।
Tom's wounded.,টম ঘায়েল হয়েছে।
Tom's yelling.,টম চিৎকার করছে।
Tom's yelling.,টম চেঁচাচ্ছে।
Was Tom there?,টম কি ওখানে ছিলো?
We are at war.,আমরা যুদ্ধে আছি।
We're doctors.,আমরা ডাক্তার।
We're married.,আমরা বিবাহিত।
We're trapped.,আমরা আটকে পরেছি।
We're winning.,আমরা জিতছি।
What a scream!,কি চিৎকার!
What happened?,কী হোল?
Where are you?,আপনি কোথায়?
Where are you?,তুমি কোথায়?
Where are you?,তুই কোথায়?
Who wants tea?,কার চা চাই?
Who's missing?,কে নিখোঁজ?
Whose is this?,এটা কার?
"Yes, I did it.","হ্যাঁ, এটা আমি করেছি।"
You look sick.,আপনাকে দেখে অসুস্থ বলে মনে হচ্ছে।
You look sick.,তোমাকে দেখে অসুস্থ বলে মনে হচ্ছে।
You look sick.,আপনাকে অসুস্থ বলে মনে হচ্ছে।
You look sick.,তোমাকে অসুস্থ বলে মনে হচ্ছে।
You may speak.,আপনি কথা বলতে পারেন।
You may speak.,তুমি কথা বলতে পারো।
A snake bit me.,আমাকে সাপে কামড় দিয়েছে।
Add more water.,আরো জল দিন।
Add more water.,আরো জল দাও।
Allow me to go.,আমাকে যাওয়ার অনুমতি দিন।
Are you hungry?,তুমি কি ক্ষুধার্ত?
Can we keep it?,আমরা কি এটা রাখতে পারি?
Cut your nails.,তোমার নখগুলো কাটো।
Cut your nails.,আপনার নকগুলো কাটেন।
Do you hate me?,তুমি কি আমাকে ঘৃণা করো?
Do you hate me?,আপনি কি আমাকে ঘৃণা করেন?
Eat everything.,সবকিছুই খান।
